transaction_id,transaction_time,amount,hour,merchant_category,channel,distance_from_home_km,txns_last_hour,card_age_days,is_foreign_transaction,is_fraud
TXN0000073,2026-01-01 00:59:00,83.38,8,electronics,card_present,15.8,0,3442,0,0
TXN0000074,2026-01-01 00:59:00,20.41,13,grocery,mobile_app,2.2,0,1797,0,0
TXN0000075,2026-01-01 01:01:00,323.66,17,entertainment,card_present,3.4,1,676,0,0
TXN0000076,2026-01-01 01:02:00,125.29,10,fuel,card_present,7.1,1,2166,0,0
TXN0000077,2026-01-01 01:03:00,25.34,12,utilities,mobile_app,0.3,0,1997,0,0
TXN0000078,2026-01-01 01:03:00,30.39,21,grocery,card_present,18.8,2,3794,0,0
TXN0000079,2026-01-01 01:03:00,58.9,10,utilities,card_present,6.9,0,313,1,0
TXN0000080,2026-01-01 01:04:00,185.45,14,fuel,card_present,8.6,0,290,0,0
TXN0000081,2026-01-01 01:05:00,44.73,18,grocery,card_present,2.6,1,128,0,0
TXN0000082,2026-01-01 01:05:00,70.96,21,grocery,mobile_app,3.2,1,1696,0,0
TXN0000083,2026-01-01 01:07:00,149.8,10,travel,card_present,0.3,0,611,0,0
TXN0000084,2026-01-01 01:07:00,95.14,11,fuel,online,30.8,1,2360,0,0
TXN0000085,2026-01-01 01:08:00,73.87,9,electronics,card_present,22.0,0,3643,0,0
TXN0000086,2026-01-01 01:08:00,74.2,17,travel,card_present,12.9,3,95,0,0
TXN0000087,2026-01-01 01:13:00,175.77,18,online_retail,mobile_app,1.1,0,3119,0,0
TXN0000088,2026-01-01 01:13:00,73.83,10,grocery,card_present,4.8,0,3565,0,0
TXN0000089,2026-01-01 01:14:00,136.39,9,restaurant,online,6.2,1,2986,0,0
TXN0000090,2026-01-01 01:14:00,37.97,17,online_retail,mobile_app,14.6,0,214,0,0
TXN0000091,2026-01-01 01:14:00,125.16,19,online_retail,card_present,2.1,1,3603,1,0
TXN0000092,2026-01-01 01:15:00,164.58,17,fuel,online,2.5,0,1311,0,0
TXN0000093,2026-01-01 01:16:00,34.17,5,restaurant,card_present,10.7,0,2704,0,0
TXN0000094,2026-01-01 01:16:00,40.23,12,grocery,card_present,6.9,2,556,0,0
TXN0000095,2026-01-01 01:17:00,46.61,17,restaurant,card_present,5.6,2,730,0,0
TXN0000096,2026-01-01 01:20:00,59.0,16,online_retail,online,20.8,0,1138,0,0
TXN0000097,2026-01-01 01:22:00,90.82,16,online_retail,online,3.6,0,596,0,0
TXN0000098,2026-01-01 01:23:00,223.74,16,utilities,card_present,2.6,2,2105,0,0
TXN0000099,2026-01-01 01:24:00,86.85,7,electronics,card_present,28.3,0,2994,0,0
TXN0000100,2026-01-01 01:25:00,78.69,12,restaurant,card_present,19.6,0,1747,0,0
TXN0000101,2026-01-01 01:25:00,50.29,10,electronics,card_present,9.1,0,1545,0,0
TXN0000102,2026-01-01 01:26:00,36.29,17,electronics,card_present,10.8,1,1524,0,0
TXN0000103,2026-01-01 01:26:00,19.05,12,electronics,online,7.7,1,3420,0,0
TXN0000104,2026-01-01 01:27:00,16.49,10,fuel,card_present,13.1,1,1407,0,0
TXN0000105,2026-01-01 01:30:00,244.51,16,fuel,card_present,73.5,1,2649,0,0
TXN0000106,2026-01-01 01:32:00,61.28,20,restaurant,card_present,0.3,0,2592,0,0
TXN0000107,2026-01-01 01:32:00,60.27,8,jewelry,card_present,6.8,0,1255,0,0
TXN0000108,2026-01-01 01:32:00,37.75,13,electronics,card_present,1.3,1,2686,1,0
TXN0000109,2026-01-01 01:33:00,62.19,4,grocery,mobile_app,29.2,2,2017,0,0
TXN0000110,2026-01-01 01:33:00,62.31,11,electronics,mobile_app,0.3,1,3275,0,0
TXN0000111,2026-01-01 01:34:00,94.53,13,electronics,mobile_app,30.3,0,2170,0,0
TXN0000112,2026-01-01 01:34:00,57.59,22,grocery,mobile_app,17.4,0,1444,0,0
TXN0000113,2026-01-01 01:34:00,129.08,1,fuel,mobile_app,15.9,0,3507,0,0
TXN0000114,2026-01-01 01:36:00,51.14,19,restaurant,card_present,11.3,2,2393,0,0
TXN0000115,2026-01-01 01:37:00,52.01,17,online_retail,card_present,11.7,0,3710,0,0
TXN0000116,2026-01-01 01:38:00,15.3,19,fuel,online,8.4,1,3655,0,0
TXN0000117,2026-01-01 01:39:00,26.01,13,fuel,card_present,18.2,0,2625,0,0
TXN0000118,2026-01-01 01:41:00,44.58,20,grocery,card_present,4.0,1,3433,0,0
TXN0000119,2026-01-01 01:41:00,99.01,12,electronics,mobile_app,0.2,0,2441,0,0
TXN0000120,2026-01-01 01:41:00,116.49,8,grocery,card_present,6.1,0,1389,0,0
TXN0000121,2026-01-01 01:43:00,99.96,9,travel,card_present,21.5,0,208,0,0
TXN0000122,2026-01-01 01:46:00,20.24,21,travel,mobile_app,2.8,0,1905,1,0
TXN0000123,2026-01-01 01:46:00,134.07,15,online_retail,mobile_app,6.0,1,515,0,0
TXN0000124,2026-01-01 01:48:00,104.11,8,entertainment,online,8.0,1,696,0,0
TXN0000125,2026-01-01 01:49:00,64.24,12,grocery,online,12.5,0,831,0,0
TXN0000126,2026-01-01 01:50:00,296.15,11,grocery,mobile_app,0.2,1,2872,0,0
TXN0000127,2026-01-01 01:52:00,38.11,3,travel,online,8.7,0,2248,0,0
TXN0000128,2026-01-01 01:53:00,149.82,11,grocery,mobile_app,4.0,0,1934,0,0
TXN0000129,2026-01-01 01:53:00,107.96,13,grocery,card_present,3.8,0,2379,0,0
TXN0000130,2026-01-01 01:54:00,130.62,15,restaurant,card_present,2.4,0,1518,0,0
TXN0000131,2026-01-01 01:55:00,55.19,14,fuel,mobile_app,15.5,0,2307,0,0
TXN0000132,2026-01-01 01:55:00,47.76,18,grocery,mobile_app,2.0,0,1655,0,0
TXN0000133,2026-01-01 01:56:00,128.34,9,electronics,card_present,1.5,1,3915,0,0
TXN0000134,2026-01-01 01:56:00,101.79,19,travel,card_present,1.9,1,3233,0,0
TXN0000135,2026-01-01 01:56:00,155.65,14,fuel,card_present,3.3,3,973,0,0
TXN0000136,2026-01-01 01:56:00,81.58,1,restaurant,online,5.9,2,3627,0,0
TXN0000137,2026-01-01 01:57:00,46.64,16,grocery,mobile_app,5.9,0,3374,0,0
TXN0000138,2026-01-01 01:58:00,102.09,14,grocery,mobile_app,3.5,0,840,0,0
TXN0000139,2026-01-01 01:58:00,59.94,13,fuel,card_present,1.8,2,257,0,0
TXN0000140,2026-01-01 01:59:00,75.13,21,restaurant,card_present,4.3,0,2154,0,0
TXN0000141,2026-01-01 01:59:00,126.87,19,cash_advance,mobile_app,2.8,1,1799,0,0
TXN0000142,2026-01-01 02:00:00,87.83,18,grocery,online,23.6,0,3324,0,0
TXN0000143,2026-01-01 02:01:00,25.22,19,electronics,card_present,2.0,0,1718,0,0
TXN0000144,2026-01-01 02:04:00,18.07,21,utilities,card_present,7.9,0,1433,1,0
TXN0000145,2026-01-01 02:04:00,68.64,17,restaurant,card_present,18.4,1,2365,0,0
TXN0000146,2026-01-01 02:04:00,125.72,15,online_retail,mobile_app,11.9,2,3785,0,0
TXN0000147,2026-01-01 02:05:00,94.66,12,grocery,mobile_app,1.0,0,1392,0,0
TXN0000148,2026-01-01 02:05:00,67.62,14,grocery,online,0.5,1,2276,0,0
TXN0000149,2026-01-01 02:06:00,111.16,12,grocery,online,3.5,0,3642,1,0
TXN0000150,2026-01-01 02:08:00,138.91,10,utilities,card_present,10.3,0,3439,0,0
TXN0000151,2026-01-01 02:09:00,15.69,6,fuel,card_present,0.5,1,202,0,0
TXN0000152,2026-01-01 02:09:00,19.86,18,online_retail,online,1.2,0,692,0,0
TXN0000153,2026-01-01 02:10:00,61.29,10,fuel,card_present,2.7,0,2549,0,0
TXN0000154,2026-01-01 02:13:00,136.1,2,online_retail,online,2.5,0,1514,0,0
TXN0000155,2026-01-01 02:14:00,99.2,11,grocery,mobile_app,3.3,2,574,0,0
TXN0000156,2026-01-01 02:15:00,69.88,17,grocery,card_present,3.5,0,3592,0,0
TXN0000157,2026-01-01 02:16:00,151.39,19,electronics,mobile_app,11.8,0,3244,1,0
TXN0000158,2026-01-01 02:16:00,96.62,14,fuel,online,22.5,3,1077,0,0
TXN0000159,2026-01-01 02:17:00,31.17,14,grocery,online,1.1,0,3913,0,0
TXN0000160,2026-01-01 02:17:00,23.18,19,electronics,online,10.8,0,2369,0,0
TXN0000161,2026-01-01 02:17:00,39.95,17,grocery,online,5.6,1,3356,0,0
TXN0000162,2026-01-01 02:17:00,24.96,9,jewelry,card_present,6.0,0,3982,0,0
TXN0000163,2026-01-01 02:17:00,42.34,16,grocery,online,1.9,3,571,0,0
TXN0000164,2026-01-01 02:19:00,242.69,9,grocery,card_present,1.9,1,707,1,0
TXN0000165,2026-01-01 02:19:00,110.72,2,restaurant,mobile_app,2.1,0,1556,0,0
TXN0000166,2026-01-01 02:20:00,26.8,19,online_retail,card_present,4.3,1,1384,0,0
TXN0000167,2026-01-01 02:20:00,117.16,12,fuel,card_present,7.3,0,2960,0,0
TXN0000168,2026-01-01 02:22:00,29.0,11,grocery,card_present,13.8,1,3495,0,0
TXN0000169,2026-01-01 02:22:00,33.14,20,fuel,card_present,3.4,0,1613,0,0
TXN0000170,2026-01-01 02:22:00,83.02,17,grocery,card_present,2.0,0,468,0,0
TXN0000171,2026-01-01 02:23:00,54.82,16,electronics,mobile_app,18.5,1,3360,0,0
TXN0000172,2026-01-01 02:25:00,82.42,8,online_retail,mobile_app,1.0,1,2121,0,0
TXN0000173,2026-01-01 02:26:00,70.09,10,grocery,online,12.6,1,1684,0,0
TXN0000174,2026-01-01 02:27:00,65.16,19,travel,card_present,11.4,0,1830,0,0
TXN0000175,2026-01-01 02:27:00,419.58,23,travel,online,325.3,5,2516,0,1
TXN0000176,2026-01-01 02:28:00,33.77,19,travel,card_present,3.3,1,3358,0,0
TXN0000177,2026-01-01 02:31:00,217.41,19,fuel,card_present,1.8,0,838,0,0
TXN0000178,2026-01-01 02:31:00,37.87,5,grocery,online,1.1,1,2028,0,0
TXN0000179,2026-01-01 02:33:00,105.0,15,grocery,mobile_app,1.8,1,3845,0,0
TXN0000180,2026-01-01 02:34:00,67.63,14,entertainment,online,11.6,1,414,0,0
TXN0000181,2026-01-01 02:35:00,93.67,21,grocery,card_present,3.2,1,3153,0,0
TXN0000182,2026-01-01 02:37:00,55.61,9,grocery,mobile_app,7.9,1,204,1,0
TXN0000183,2026-01-01 02:37:00,165.33,8,restaurant,mobile_app,19.2,1,3743,0,0
TXN0000184,2026-01-01 02:38:00,108.66,15,electronics,online,10.0,0,2460,0,0
TXN0000185,2026-01-01 02:38:00,85.04,11,utilities,mobile_app,0.8,0,2653,0,0
TXN0000186,2026-01-01 02:39:00,103.33,18,fuel,mobile_app,21.6,0,3131,0,0
TXN0000187,2026-01-01 02:42:00,56.37,12,restaurant,card_present,0.0,2,2290,0,0
TXN0000188,2026-01-01 02:42:00,64.73,22,restaurant,card_present,10.9,0,1986,0,0
TXN0000189,2026-01-01 02:43:00,153.92,10,fuel,online,8.8,0,1226,0,0
TXN0000190,2026-01-01 02:43:00,76.66,11,online_retail,card_present,13.9,0,656,0,0
TXN0000191,2026-01-01 02:44:00,38.13,20,electronics,card_present,8.5,0,3229,0,0
TXN0000192,2026-01-01 02:44:00,138.2,23,restaurant,online,15.4,0,3097,0,0
TXN0000193,2026-01-01 02:45:00,47.67,13,online_retail,mobile_app,8.3,1,528,0,0
TXN0000194,2026-01-01 02:45:00,36.42,11,online_retail,mobile_app,9.4,0,43,0,0
TXN0000195,2026-01-01 02:45:00,71.67,5,travel,mobile_app,0.7,0,864,0,0
TXN0000196,2026-01-01 02:46:00,75.24,16,restaurant,card_present,22.5,1,3544,0,0
TXN0000197,2026-01-01 02:46:00,113.42,13,fuel,card_present,1.9,2,594,0,0
TXN0000198,2026-01-01 02:50:00,62.23,20,fuel,online,9.7,0,913,0,0
TXN0000199,2026-01-01 02:51:00,192.64,14,fuel,card_present,0.6,0,489,0,0
TXN0000200,2026-01-01 02:51:00,14.22,0,entertainment,card_present,10.1,1,3371,0,0
TXN0000201,2026-01-01 02:51:00,281.2,8,online_retail,card_present,3.3,1,3312,0,0
TXN0000202,2026-01-01 02:52:00,22.89,15,restaurant,mobile_app,1.3,0,1252,0,0
TXN0000203,2026-01-01 02:52:00,34.33,17,electronics,mobile_app,11.6,0,1016,0,0
TXN0000204,2026-01-01 02:52:00,47.21,21,electronics,mobile_app,5.9,0,2520,0,0
TXN0000205,2026-01-01 02:53:00,331.13,9,restaurant,mobile_app,2.0,0,3762,0,0
TXN0000206,2026-01-01 02:54:00,23.76,10,grocery,card_present,28.7,1,3705,0,0
TXN0000207,2026-01-01 02:54:00,152.77,10,grocery,card_present,9.2,1,61,0,0
TXN0000208,2026-01-01 02:54:00,197.81,17,travel,mobile_app,2.7,0,2388,0,0
TXN0000209,2026-01-01 02:54:00,94.49,13,online_retail,card_present,0.5,0,3625,0,0
TXN0000210,2026-01-01 02:54:00,218.16,12,restaurant,card_present,4.7,0,2809,0,0
TXN0000211,2026-01-01 02:55:00,72.59,3,online_retail,card_present,4.8,0,2316,0,0
TXN0000212,2026-01-01 02:56:00,24.67,18,travel,online,17.9,0,3432,0,0
TXN0000213,2026-01-01 02:57:00,162.42,9,grocery,card_present,14.1,2,1575,0,0
TXN0000214,2026-01-01 02:58:00,62.74,18,electronics,mobile_app,1.4,0,2014,0,0
TXN0000215,2026-01-01 02:58:00,143.33,8,grocery,card_present,2.3,0,2739,0,0
TXN0000216,2026-01-01 02:59:00,82.27,18,restaurant,card_present,5.4,0,2906,0,0
TXN0000217,2026-01-01 03:00:00,12.97,16,grocery,online,12.2,0,3187,0,0
TXN0000218,2026-01-01 03:00:00,44.06,9,restaurant,online,7.0,1,2527,0,0
TXN0000219,2026-01-01 03:00:00,131.1,18,grocery,card_present,2.8,1,1552,0,0
TXN0000220,2026-01-01 03:00:00,68.02,23,cash_advance,card_present,6.2,0,1408,0,0
TXN0000221,2026-01-01 03:01:00,61.1,15,fuel,card_present,1.5,0,1682,0,0
TXN0000222,2026-01-01 03:01:00,47.32,9,fuel,card_present,5.8,1,3842,0,0
TXN0000223,2026-01-01 03:02:00,91.32,9,grocery,mobile_app,2.9,2,1142,0,0
TXN0000224,2026-01-01 03:02:00,145.46,14,grocery,online,0.8,0,927,0,0
TXN0000225,2026-01-01 03:02:00,154.54,15,online_retail,mobile_app,6.7,1,2048,0,0
TXN0000226,2026-01-01 03:04:00,65.65,9,grocery,card_present,29.4,2,3738,0,0
TXN0000227,2026-01-01 03:04:00,112.02,12,restaurant,card_present,3.7,1,515,0,0
TXN0000228,2026-01-01 03:05:00,162.98,13,restaurant,card_present,8.4,1,2342,0,0
TXN0000229,2026-01-01 03:05:00,88.13,12,online_retail,card_present,2.7,1,330,0,0
TXN0000230,2026-01-01 03:06:00,188.71,17,fuel,online,15.0,0,2084,0,0
TXN0000231,2026-01-01 03:07:00,50.52,8,utilities,online,12.7,1,1280,0,0
TXN0000232,2026-01-01 03:10:00,118.35,2,electronics,card_present,0.4,0,2330,1,0
TXN0000233,2026-01-01 03:10:00,125.24,10,entertainment,online,5.6,0,2833,0,0
TXN0000234,2026-01-01 03:11:00,41.79,19,grocery,card_present,0.2,2,2985,0,0
TXN0000235,2026-01-01 03:11:00,128.13,14,restaurant,mobile_app,29.8,0,2728,0,0
TXN0000236,2026-01-01 03:11:00,35.27,14,grocery,card_present,4.5,0,3490,0,0
TXN0000237,2026-01-01 03:12:00,130.94,18,grocery,card_present,8.7,1,173,1,0
TXN0000238,2026-01-01 03:14:00,175.97,14,restaurant,card_present,0.4,0,746,0,0
TXN0000239,2026-01-01 03:14:00,47.01,8,grocery,card_present,0.5,2,3404,0,0
TXN0000240,2026-01-01 03:14:00,19.0,14,utilities,card_present,4.0,0,2762,0,0
TXN0000241,2026-01-01 03:15:00,43.08,17,grocery,online,4.9,1,2189,0,0
TXN0000242,2026-01-01 03:15:00,131.09,10,restaurant,card_present,23.3,0,3757,0,0
TXN0000243,2026-01-01 03:17:00,59.85,10,fuel,mobile_app,5.4,1,310,0,0
TXN0000244,2026-01-01 03:17:00,118.14,13,fuel,card_present,8.2,1,3982,0,0
TXN0000245,2026-01-01 03:18:00,33.16,16,cash_advance,card_present,17.6,0,2829,0,0
TXN0000246,2026-01-01 03:18:00,95.18,12,fuel,online,1.9,1,523,0,0
TXN0000247,2026-01-01 03:19:00,54.26,16,utilities,card_present,3.2,0,1277,0,0
TXN0000248,2026-01-01 03:19:00,81.36,20,fuel,card_present,2.1,0,2220,0,0
TXN0000249,2026-01-01 03:19:00,272.55,16,restaurant,card_present,0.1,3,3117,0,0
TXN0000250,2026-01-01 03:19:00,107.25,9,fuel,online,2.3,1,751,0,0
TXN0000251,2026-01-01 03:23:00,273.8,16,grocery,card_present,28.2,2,2476,0,0
TXN0000252,2026-01-01 03:24:00,176.99,17,electronics,online,3.4,1,178,0,0
TXN0000253,2026-01-01 03:24:00,8.83,13,online_retail,online,6.5,0,226,0,0
TXN0000254,2026-01-01 03:24:00,35.87,15,fuel,card_present,8.0,0,2544,0,0
TXN0000255,2026-01-01 03:27:00,83.62,14,entertainment,card_present,1.7,1,3858,0,0
TXN0000256,2026-01-01 03:28:00,126.54,12,grocery,card_present,4.9,0,1007,1,0
TXN0000257,2026-01-01 03:30:00,33.42,8,electronics,card_present,6.4,1,3883,0,0
TXN0000258,2026-01-01 03:30:00,44.02,9,online_retail,card_present,6.2,0,1612,0,0
TXN0000259,2026-01-01 03:31:00,96.11,11,electronics,mobile_app,14.1,2,2844,0,0
TXN0000260,2026-01-01 03:33:00,46.74,8,grocery,online,1.0,0,757,0,0
TXN0000261,2026-01-01 03:35:00,28.74,16,restaurant,mobile_app,5.8,2,1157,0,0
TXN0000262,2026-01-01 03:36:00,103.72,20,travel,card_present,13.3,1,1338,0,0
TXN0000263,2026-01-01 03:36:00,273.5,11,electronics,online,0.5,0,2595,0,0
TXN0000264,2026-01-01 03:36:00,26.28,6,grocery,card_present,13.3,1,869,0,0
TXN0000265,2026-01-01 03:37:00,55.36,18,restaurant,online,0.7,0,2969,0,0
TXN0000266,2026-01-01 03:39:00,81.02,17,online_retail,card_present,13.2,0,924,0,0
TXN0000267,2026-01-01 03:40:00,58.03,14,grocery,card_present,1.9,2,1071,0,0
TXN0000268,2026-01-01 03:40:00,141.05,14,restaurant,online,25.7,1,745,0,0
TXN0000269,2026-01-01 03:40:00,58.03,13,fuel,card_present,11.0,0,480,0,0
TXN0000270,2026-01-01 03:40:00,128.48,14,grocery,online,10.4,0,1451,0,0
TXN0000271,2026-01-01 03:41:00,80.9,9,restaurant,online,4.3,0,1155,1,0
TXN0000272,2026-01-01 03:42:00,97.29,16,restaurant,card_present,5.9,0,403,0,0
TXN0000273,2026-01-01 03:44:00,104.46,12,grocery,card_present,9.1,0,1793,0,0
TXN0000274,2026-01-01 03:45:00,53.97,22,grocery,card_present,10.4,0,2547,0,0
TXN0000275,2026-01-01 03:45:00,63.85,18,grocery,card_present,1.2,0,3034,0,0
TXN0000276,2026-01-01 03:45:00,160.81,20,travel,online,16.9,0,2538,0,0
TXN0000277,2026-01-01 03:46:00,306.54,17,fuel,card_present,14.6,0,2097,0,0
TXN0000278,2026-01-01 03:46:00,85.3,20,travel,card_present,7.7,1,2144,0,0
TXN0000279,2026-01-01 03:47:00,286.78,7,electronics,mobile_app,293.5,6,1133,1,1
TXN0000280,2026-01-01 03:47:00,104.33,18,travel,card_present,5.8,1,3982,0,0
TXN0000281,2026-01-01 03:48:00,33.96,9,fuel,card_present,1.7,1,1221,0,0
TXN0000282,2026-01-01 03:50:00,38.88,10,grocery,card_present,4.7,1,379,0,0
TXN0000283,2026-01-01 03:53:00,47.77,17,online_retail,card_present,10.4,0,2814,0,0
TXN0000284,2026-01-01 03:57:00,33.24,16,online_retail,card_present,1.3,0,1751,0,0
TXN0000285,2026-01-01 03:57:00,128.56,19,fuel,card_present,4.6,1,1376,0,0
TXN0000286,2026-01-01 03:57:00,16.3,12,restaurant,card_present,1.0,2,1762,0,0
TXN0000287,2026-01-01 04:00:00,146.94,19,grocery,online,0.3,1,2272,0,0
TXN0000288,2026-01-01 04:01:00,124.46,17,online_retail,card_present,8.4,1,2575,0,0
TXN0000289,2026-01-01 04:02:00,106.12,11,restaurant,mobile_app,27.1,0,2772,0,0
TXN0000290,2026-01-01 04:03:00,140.51,7,grocery,mobile_app,8.5,0,2923,0,0
TXN0000291,2026-01-01 04:03:00,183.41,19,grocery,card_present,10.1,2,2969,0,0
TXN0000292,2026-01-01 04:03:00,57.33,12,fuel,card_present,21.8,0,2237,0,0
TXN0000293,2026-01-01 04:04:00,100.87,19,fuel,mobile_app,2.1,0,2838,0,0
